Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Total Current Expenditures - Salary (Z32) per Pupil (V33) [District Finance] 2016-17
NORWALK COMM SCHOOL DISTRICT,Iowa,1921240,6286
NORWALK SCHOOL DISTRICT,Connecticut,903090,10808
NORWALK-LA MIRADA UNIFIED,California,627690,7719
NORWALK-ONTARIO-WILTON SCHOOL DISTRICT,Wisconsin,5510770,6972
NORWAY J7 SCHOOL DISTRICT,Wisconsin,5510800,7267
NORWAY-VULCAN AREA SCHOOLS,Michigan,2626040,4542
NORWAYNE LOCAL,Ohio,3905056,4782
NORWELL,Massachusetts,2509030,10137
NORWELL COMMUNITY SCHOOLS,Indiana,1808220,5249
NORWICH CITY SCHOOL DISTRICT,New York,3621330,11685
NORWICH FREE ACADEMY DISTRICT,Connecticut,905371,5089
NORWICH SCHOOL DISTRICT,Connecticut,903120,9460
NORWICH SCHOOL DISTRICT,Vermont,5006180,5124
NORWIN SD,Pennsylvania,4217940,6305
NORWOOD,Massachusetts,2509060,10462
NORWOOD,Oklahoma,4021900,6140
NORWOOD CITY,Ohio,3904457,7628
NORWOOD CONVERSION COMMUNITY SCHOOL,OHIO,3901559,0
NORWOOD ESD 63,Illinois,1729040,4862
NORWOOD PUBLIC SCHOOL DISTRICT,New Jersey,3411850,8858
NORWOOD R-I,Missouri,2922950,6661
NORWOOD SCHOOL DISTRICT NO. R-2J,Colorado,805880,8346
NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,New York,3621360,10382
NOSOTROS INC (79881),Arizona,400356,4992
NOTTAWA COMMUNITY SCHOOL,Michigan,2626100,5189
NOTTINGHAM SCHOOL DISTRICT,New Hampshire,3305460,5310
NOTTOWAY COUNTY PUBLIC SCHOOLS,Virginia,5102790,6470
NOTUS DISTRICT,Idaho,1602460,5462
NOVA ACADEMY,Texas,4800072,4938
NOVA ACADEMY SOUTHEAST,Texas,4800201,5832
NOVA ALTERNATIVE SCHOOL,Nebraska,3100145,†
NOVA CLASSICAL ACADEMY,Minnesota,2700337,5293
NOVATO UNIFIED,California,627720,6729
NOVI COMMUNITY SCHOOL DISTRICT,Michigan,2626130,5814
NOWATA,Oklahoma,4021930,4243
NOXON ELEM,Montana,3000090,7500
NOXON H S,Montana,3019500,9792
NOXUBEE COUNTY SCHOOL DISTRICT,Mississippi,2803300,5701
NRHEG SCHOOL DISTRICT,Minnesota,2700089,6237
NUASIN NEXT GENERATION CHARTER SCHOOL,New York,3601025,0
NUECES CANYON CISD,Texas,4833240,7435
NUESTRO ELEMENTARY,California,627750,4133
NURSERY ISD,Texas,4833270,6352
NUTLEY PUBLIC SCHOOL DISTRICT,New Jersey,3411880,9821
NUVIEW UNION,California,627780,4789
NW EDUC CNCL FOR STUDENT SUCCESS,Illinois,1700317,†
NW INDIANA SPECIAL EDUCATION COOP,Indiana,1808320,†
NW REGION INTERDISTRICT COUNCIL,Minnesota,2700039,†
NW SUBURBAN SPEC EDUC ORG,Illinois,1700032,†
NYACK UNION FREE SCHOOL DISTRICT,New York,3621480,13948
NYC AUTISM CHARTER SCHOOL EAST HARLEM,New York,3600142,0
NYC CHANCELLOR'S OFFICE,New York,3620580,12382
NYC CHARTER HS - AECI,New York,3600959,0
NYC SPECIAL SCHOOLS - DISTRICT 75,New York,3600135,†
NYE,Nevada,3200360,6838
NYE ELEM,Montana,3019530,8857
NYOS CHARTER SCHOOL,Texas,4800058,5689
NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES,New York,3600947,0
NYSSA SD 26,Oregon,4109000,5849
O FALLON CCSD 90,Illinois,1729760,4674
O FALLON TWP HSD 203,Illinois,1729790,6075
O'DONNELL ISD,Texas,4833390,9341
O'NEILL PUBLIC SCHOOLS,Nebraska,3174850,7687
OAHE SPECIAL EDUCATION COOPERATIVE,South Dakota,4670000,†
OAK BLUFFS,Massachusetts,2504650,14751
OAK CREEK-FRANKLIN JOINT SCHOOL DISTRICT,Wisconsin,5510830,5875
OAK GROVE,Oklahoma,4022160,3851
OAK GROVE ELEMENTARY,California,627810,6676
OAK GROVE R-VI,Missouri,2923010,5280
OAK GROVE SD 68  BARTONVILLE,Illinois,1729100,6006
OAK GROVE SD 68 GREEN OAKS,Illinois,1729130,10372
OAK GROVE UNION ELEMENTARY,California,627840,4813
OAK HARBOR SCHOOL DISTRICT,Washington,5305940,6650
OAK HILL R-I,Missouri,2923040,4184
OAK HILL UNION LOCAL,Ohio,3904776,5826
OAK HILL UNITED SCHOOL CORP,Indiana,1808340,6730
OAK HILLS LOCAL,Ohio,3904737,6277
OAK LAND VOCATIONAL COOPERATVE,Minnesota,2700033,†
OAK LAWN CHSD 229,Illinois,1729220,9416
OAK LAWN-HOMETOWN SD 123,Illinois,1729190,7067
OAK PARK - RIVER FOREST SD 200,Illinois,1729280,13209
OAK PARK ESD 97,Illinois,1729250,8643
OAK PARK SCHOOL DISTRICT OF THE CITY OF,Michigan,2626190,3910
OAK PARK UNIFIED,California,627850,6224
OAK RIDGE,Tennessee,4703240,8139
OAK RIDGE R-VI,Missouri,2923070,6124
OAK RUN ELEMENTARY,California,627870,6953
OAK VALLEY UNION ELEMENTARY,California,627900,5152
OAK VIEW UNION ELEMENTARY,California,627930,5318
OAKDALE,Oklahoma,4022350,4471
OAKDALE CCSD 1,Illinois,1729310,6000
OAKDALE JOINT UNIFIED,California,600062,6119
OAKES 41,North Dakota,3814500,5880
OAKESDALE SCHOOL DISTRICT,Washington,5305970,12223
OAKFIELD SCHOOL DISTRICT,Wisconsin,5510860,6659
OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,New York,3621510,12044
OAKLAND ACADEMY,Michigan,2600184,0
OAKLAND COUNTY ACADEMY OF MEDIA & TECHNOLOGY,Michigan,2601041,0
OAKLAND CRAIG PUBLIC SCHOOLS,Nebraska,3174640,7674
OAKLAND CUSD 5,Illinois,1729340,7133
OAKLAND FLEXTECH HIGH SCHOOL,Michigan,2601043,0
OAKLAND INTERNATIONAL ACADEMY,Michigan,2600217,0
OAKLAND PUBLIC SCHOOL DISTRICT,New Jersey,3411910,12172
OAKLAND SCHOOLS,Michigan,2680880,†
OAKLAND SD 1,Oregon,4109120,5088
OAKLAND UNIFIED,California,628050,6400
OAKLEY,Kansas,2010050,5385
OAKLEY UNION ELEMENTARY,California,628080,6450
OAKLYN PUBLIC SCHOOL DISTRICT,New Jersey,3411940,7940
OAKRIDGE PUBLIC SCHOOLS,Michigan,2626220,4538
OAKRIDGE SD 76,Oregon,4109150,6154
OAKS-MISSION,Oklahoma,4022410,5376
OAKSIDE PREP ACADEMY,Michigan,2601068,0
OAKSTONE COMMUNITY SCHOOL,Ohio,3900383,3707
OAKVILLE SCHOOL DISTRICT,Washington,5306000,9266
OAKWOOD CITY,Ohio,3904458,7914
OAKWOOD CUSD 76,Illinois,1710800,4995
OAKWOOD ISD,Texas,4833340,7140
OBERLIN,Kansas,2010080,6548
OBERLIN CITY SCHOOLS,Ohio,3904459,8241
OBERON 16,North Dakota,3814520,7493
OBION COUNTY,Tennessee,4703270,5741
OBLONG CUSD 4,Illinois,1729420,5469
OCEAN BEACH SCHOOL DISTRICT,Washington,5306060,6655
OCEAN CITY SCHOOL DISTRICT,New Jersey,3411970,11468
OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,New Jersey,3411980,28995
OCEAN GATE SCHOOL DISTRICT,New Jersey,3412030,11886
OCEAN HILL COLLEGIATE CHARTER SCHOOL,New York,3601032,0
OCEAN SPRINGS SCHOOL DIST,Mississippi,2803360,4966
OCEAN TOWNSHIP SCHOOL DISTRICT,New Jersey,3412090,11776
OCEAN VIEW,California,628170,6785
OCEAN VIEW,California,628140,7043
OCEANPORT SCHOOL DISTRICT,New Jersey,3412120,10478
OCEANSIDE UNIFIED,California,628250,6329
OCEANSIDE UNION FREE SCHOOL DISTRICT,New York,3621570,15996
OCONEE 01,South Carolina,4503060,6591
OCONEE COUNTY,Georgia,1303960,5676
OCONEE RESA,Georgia,1300014,†
OCONOMOWOC AREA SCHOOL DISTRICT,Wisconsin,5510890,6025
OCONTO FALLS PUBLIC SCHOOL DISTRICT,Wisconsin,5510950,6142
OCONTO UNIFIED SCHOOL DISTRICT,Wisconsin,5510920,7080
OCOSTA SCHOOL DISTRICT,Washington,5306090,7910
OCTORARA AREA SD,Pennsylvania,4218030,8198
ODE HEAD START,Oregon,4100046,†
ODE JDEP DISTRICT,Oregon,4100045,0
ODE LTCT DISTRICT,Oregon,4100049,0
ODE YCEP DISTRICT,Oregon,4100043,0
ODEBOLT ARTHUR BATTLE CREEK IDA GROVE COMM SCHOOL DISTRICT,Iowa,1921600,7121
ODELL CCSD 435,Illinois,1729520,8669
ODEM-EDROY ISD,Texas,4833360,6744
ODESSA R-VII,Missouri,2923100,5263
ODESSA SCHOOL DISTRICT,Washington,5306120,8668
ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,New York,3621630,9552
ODIN PSD 722,Illinois,1701404,5658
ODYSSEY ACADEMY,Minnesota,2700151,6071
ODYSSEY ACADEMY INC,Texas,4800108,5458
ODYSSEY CHARTER SCHOOL,Delaware,1000026,5111
ODYSSEY CHARTER SCHOOL,Utah,4900021,3179
ODYSSEY COMMUNITY SCHOOL DISTRICT,Connecticut,900009,7527
OELRICHS SCHOOL DISTRICT 23-3,South Dakota,4652770,7770
OELWEIN COMM SCHOOL DISTRICT,Iowa,1921630,7048
OFFICE OF EARLY CHILDHOOD (OEC),Connecticut,900001,†
OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,New Jersey,3400085,†
OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,New Jersey,3400089,†
OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS,New Jersey,3400088,†
OFFICE OF JUVENILE JUSTICE,Louisiana,2200047,25148
OFFICE OF THE GOVERNOR (SCH FOR BLIND),Washington,5300318,0
OGALLALA PUBLIC SCHOOLS,Nebraska,3174760,7481
OGDEN CITY DISTRICT,Utah,4900720,4546
OGDEN COMM SCHOOL DISTRICT,Iowa,1921660,6796
OGDEN PREPARATORY ACADEMY,Utah,4900058,3702
OGDENSBURG BOROUGH SCHOOL DISTRICT,New Jersey,3412150,12135
OGDENSBURG CITY SCHOOL DISTRICT,New York,3621660,11376
OGILVIE PUBLIC SCHOOL DISTRICT,Minnesota,2723970,8064
OGLALA LAKOTA COUNTY 65-1,South Dakota,4665460,8929
OGLE CO EDUCATION COOPERATIVE,Illinois,1700081,†
OGLESBY ESD 125,Illinois,1729670,5069
OGLESBY ISD,Texas,4833420,8114
OGLETHORPE COUNTY,Georgia,1303990,6342
OHIO & WABASH VALLEY REG VOC SYS,Illinois,1700265,†
OHIO ACHIEVEMENT CHARTER SCHOOLS INC. DBA MILLENNIUM COMMUN,Ohio,3900036,3824
OHIO CCSD 17,Illinois,1729700,13365
OHIO CENTRAL SCHOOL SYSTEM,Ohio,3900238,†
OHIO CHSD 505,Illinois,1729730,14634
OHIO COLLEGE PREPARATORY SCHOOL,Ohio,3901487,4003
OHIO CONNECTIONS ACADEMY INC,Ohio,3900250,2063
OHIO CONSTRUCTION ACADEMY,Ohio,3901530,0
OHIO COUNTY,Kentucky,2104500,5176
OHIO COUNTY SCHOOLS,West Virginia,5401050,6770
OHIO HI-POINT CAREER CENTER,Ohio,3905133,†
OHIO SCHOOL FOR THE BLIND,Ohio,3900002,0
OHIO SCHOOL FOR THE DEAF,Ohio,3900001,0
OHIO VALLEY EDUCATIONAL COOPERATIVE,Kentucky,2100099,†
OHIO VALLEY ENERGY TECHNOLOGY ACADEMY,OHIO,3901578,143
OHIO VALLEY ESC,Ohio,3900014,†
OHIO VIRTUAL ACADEMY,Ohio,3900180,1763
OIL CITY AREA SD,Pennsylvania,4218090,6028
OILTON,Oklahoma,4022560,3891
OJAI UNIFIED,California,628270,6322
OJIBWE CHARTER SCHOOL,Michigan,2600285,7324
OKALOOSA,Florida,1201380,5255
OKANOGAN SCHOOL DISTRICT,Washington,5306150,6464
OKARCHE,Oklahoma,4022590,4576
OKAW AREA VOCATIONAL CENTER,Illinois,1700017,†
OKAW REGIONAL VOC SYSTEM,Illinois,1700292,†
OKAW VALLEY CUSD 302,Illinois,1700223,6300
OKAY,Oklahoma,4022620,4278
OKEECHOBEE,Florida,1201410,5227
OKEENE,Oklahoma,4022650,5772
OKEFENOKEE RESA,Georgia,1300021,†
OKEMAH,Oklahoma,4006850,4644
OKEMOS PUBLIC SCHOOLS,Michigan,2626280,5680
OKLAHOMA CITY,Oklahoma,4022770,4357
OKLAHOMA CONNECTIONS ACADEMY (CHARTER),OKLAHOMA,4000786,0
OKLAHOMA SCHOOL FOR THE BLIND,Oklahoma,4000076,0
OKLAHOMA SCHOOL FOR THE DEAF,Oklahoma,4000075,0
OKLAHOMA UNION,Oklahoma,4000021,4244
OKLAHOMA VIRTUAL CHARTER ACAD,Oklahoma,4000778,0
OKLAHOMA YOUTH ACADEMY (CHARTER),OKLAHOMA,4000789,10803
OKMULGEE,Oklahoma,4022800,4388
OKOBOJI COMM SCHOOL DISTRICT,Iowa,1900021,6758
OKOLONA SEPARATE SCHOOL DIST,Mississippi,2803390,5596
OKTAHA,Oklahoma,4022830,3638
OLATHE,Kansas,2010140,6385
OLD ADOBE UNION,California,628320,6772
OLD BRIDGE TOWNSHIP SCHOOL DISTRICT,New Jersey,3409270,9955
OLD BROOK HIGH SCHOOL,Ohio,3901411,2138
OLD COLONY REGIONAL VOCATIONAL TECHNICAL,Massachusetts,2509140,13018
OLD DOM JOB CORP,Virginia,5100253,†
OLD FORGE SD,Pennsylvania,4218120,5572
OLD FORT LOCAL,Ohio,3910021,6495
OLD NATIONAL TRAIL SPEC SERV COOP,Indiana,1800078,†
OLD REDFORD ACADEMY,Michigan,2600242,0
OLD ROCHESTER,Massachusetts,2509150,10115
OLD SAYBROOK SCHOOL DISTRICT,Connecticut,903180,12519
OLD TAPPAN PUBLIC SCHOOL DISTRICT,New Jersey,3412180,11035
OLDHAM - RAMONA SCHOOL DISTRICT 39-5,South Dakota,4601027,6983
OLDHAM COUNTY,Kentucky,2104530,5465
OLDMANS TOWNSHIP SCHOOL DISTRICT,New Jersey,3412210,9250
OLEAN CITY SCHOOL DISTRICT,New York,3621720,10147
OLENTANGY LOCAL,Ohio,3904676,6116
OLEY VALLEY SD,Pennsylvania,4218150,7769
OLFEN ISD,Texas,4833570,7156
OLIN CONSOLIDATED SCHOOL DISTRICT,Iowa,1921720,4296
OLIVE,Oklahoma,4022860,4434
OLIVER-MERCER SPECIAL ED UNIT,North Dakota,3880300,†
OLIVET COMMUNITY SCHOOLS,Michigan,2626370,4624
OLMSTED FALLS CITY,Ohio,3904657,6876
OLNEY CHARTER HIGH SCHOOL,Pennsylvania,4200843,4794
OLNEY ISD,Texas,4833630,8188
OLNEY-BISSELL ELEM,Montana,3010950,7050
OLTON ISD,Texas,4833660,7598
OLUSTEE,Oklahoma,4022920,6113
OLYMPIA CUSD 16,Illinois,1729890,5600
OLYMPIA SCHOOL DISTRICT,Washington,5306180,6883
OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,Washington,5300007,†
OMAHA HOME FOR BOYS SCHOOL,NEBRASKA,3100186,†
OMAHA PUBLIC SCHOOLS,Nebraska,3174820,6983
OMAHA SCHOOL DISTRICT,Arkansas,510920,5836
OMAK SCHOOL DISTRICT,Washington,5306220,3777
OMBUDSMAN EDUCATIONAL SERVICES LTD A SUBSIDIARY  (90326),Arizona,400811,†
OMBUDSMAN EDUCATIONAL SERVICES LTD.A SUBSIDIARY  (4323),Arizona,400103,2720
OMEGA ALPHA ACADEMY (79503),Arizona,400284,4861
OMRO SCHOOL DISTRICT,Wisconsin,5510980,6104
ONAGA-HAVENSVILLE-WHEATON,Kansas,2010170,5565
ONALASKA ISD,Texas,4833690,6747
ONALASKA SCHOOL DISTRICT,Washington,5306240,6413
ONALASKA SCHOOL DISTRICT,Wisconsin,5511010,6413
ONAMIA PUBLIC SCHOOL DISTRICT,Minnesota,2725050,9543
ONAWAY AREA COMMUNITY SCHOOL DISTRICT,Michigan,2626400,4997
ONEIDA,Tennessee,4703300,4975
ONEIDA CITY SCHOOL DISTRICT,New York,3600013,10189
ONEIDA COUNTY DISTRICT,Idaho,1602490,3195
ONEIDA TOWNSHIP S/D #3,Michigan,2626430,4250
ONEIDA-HERKIMER-MADISON BOCES,New York,3680560,†
ONEKAMA CONSOLIDATED SCHOOLS,Michigan,2626490,4202
ONEONTA CITY,Alabama,102550,4565
ONEONTA CITY SCHOOL DISTRICT,New York,3621780,11075
ONION CREEK SCHOOL DISTRICT,Washington,5306270,12250
ONONDAGA CENTRAL SCHOOL DISTRICT,New York,3621810,11947
ONONDAGA-CORTLAND-MADISON BOCES,New York,3680580,†
ONSLOW COUNTY SCHOOLS,North Carolina,3703450,5096
ONSTED COMMUNITY SCHOOLS,Michigan,2626520,4726
ONTARIO LOCAL,Ohio,3904947,4930
ONTARIO SD 8C,Oregon,4109270,6002
ONTARIO-MONTCLAIR,California,628470,7425
ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES,New York,3680600,†
ONTEORA CENTRAL SCHOOL DISTRICT,New York,3621840,18702
ONTONAGON AREA SCHOOL DISTRICT,Michigan,2626550,5403
OOLOGAH-TALALA,Oklahoma,4023040,3979
OOSTBURG SCHOOL DISTRICT,Wisconsin,5511070,5955
OPDYKE-BELLE-RIVE CCSD 5,Illinois,1705570,6561
OPELIKA CITY,Alabama,102580,5821
OPEN CLASSROOM,Utah,4900118,4332
OPEN DOORS COMMUNITY SCHOOL INC. (91238),Arizona,400868,4333
OPHEIM K-12 SCHOOLS,Montana,3019740,16711
OPP CITY,Alabama,102610,5349
OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,New York,3601107,12000
OPPORTUNITY CHARTER SCHOOL,New York,3600109,0
OPTIMA,Oklahoma,4023070,5569
OPTIONS CHARTER SCHOOL NOBLESVILLE,Indiana,1800056,4304
OPTIONS CHARTER SCHOOLS,Indiana,1800016,4295
ORACLE CHARTER SCHOOL,New York,3600132,0
ORACLE ELEMENTARY DISTRICT (4444),Arizona,405640,4810
ORADELL PUBLIC SCHOOL DISTRICT,New Jersey,3412240,8936
ORAN R-III,Missouri,2923130,5077
ORANGE,Florida,1201440,4981
ORANGE,Massachusetts,2509180,8197
ORANGE BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,3412270,9006
ORANGE CENTER,California,628530,2341
ORANGE CITY,Ohio,3910016,15392
ORANGE COUNTY DEPARTMENT OF EDUCATION,California,691024,16979
ORANGE COUNTY PUBLIC SCHOOLS,Virginia,5102820,6357
ORANGE COUNTY SCHOOLS,North Carolina,3703480,7093
ORANGE EAST SUPERVISORY UNION,Vermont,5099927,†
ORANGE GROVE ISD,Texas,4833720,6223
ORANGE NORTH SUPERVISORY UNION,Vermont,5099929,†
ORANGE SCHOOL DISTRICT,Vermont,5006210,4834
ORANGE SCHOOL DISTRICT,Connecticut,903210,11482
ORANGE SOUTHWEST SUPERVISORY UNION,Vermont,5099928,†
ORANGE UNIFIED,California,628650,6385
ORANGE-ULSTER BOCES,New York,3680620,†
ORANGEBURG 03,South Carolina,4503150,7137
ORANGEBURG 04,South Carolina,4503180,6413
ORANGEBURG 05,South Carolina,4503210,7100
ORANGEBURG 80,South Carolina,4500008,†
ORANGEFIELD ISD,Texas,4833780,5693
ORANGEVILLE CUSD 203,Illinois,1730060,6558
ORCAS ISLAND SCHOOL DISTRICT,Washington,5306300,6802
ORCHARD ELEMENTARY,California,628680,6264
ORCHARD FARM R-V,Missouri,2923160,6997
ORCHARD PARK CENTRAL SCHOOL DISTRICT,New York,3621900,11300
ORCHARD PRAIRIE SCHOOL DISTRICT,Washington,5306330,5376
ORCHARD VIEW SCHOOLS,Michigan,2626760,4510
ORCUTT UNION ELEMENTARY,California,628710,5819
ORD PUBLIC SCHOOLS,Nebraska,3174940,5916
ORE CITY ISD,Texas,4833840,6258
OREARVILLE R-IV,Missouri,2927450,6145
OREGON CITY,Ohio,3904460,6905
OREGON CITY SD 62,Oregon,4109330,5204
OREGON CUSD 220,Illinois,1730160,6334
OREGON DEPARTMENT OF EDUCATION,Oregon,4100009,0
OREGON SCHOOL DISTRICT,Wisconsin,5511100,6886
OREGON TRAIL SD 46,Oregon,4110890,4619
OREGON-DAVIS SCHOOL CORP,Indiana,1808460,4955
OREGON-HOWELL R-III,Missouri,2916860,6333
ORENDA CHARTER SCHOOL,Texas,4800235,4632
ORICK ELEMENTARY,California,628830,17071
ORIENT PUBLIC SCHOOLS,Maine,2309240,†
ORIENT SCHOOL DISTRICT,Washington,5306360,7727
ORIENT-MACKSBURG COMM SCHOOL DISTRICT,Iowa,1921810,6279
ORINDA UNION,California,628860,7451
ORION ACADEMY,Ohio,3900308,0
ORION CUSD 223,Illinois,1730200,5551
ORISKANY CENTRAL SCHOOL DISTRICT,New York,3621960,11786
ORLAND JOINT UNIFIED,California,600045,5755
ORLAND SD 135,Illinois,1730220,9480
ORLEANS,Massachusetts,2509210,14968
ORLEANS CENTRAL SUPERVISORY UNION,Vermont,5099934,†
ORLEANS COMMUNITY SCHOOLS,Indiana,1808490,5671
ORLEANS INCORPORATED SCHOOL DISTRICT,Vermont,5006240,6826
ORLEANS PARISH,Louisiana,2201170,6193
ORLEANS SOUTHWEST SUPERVISORY UNION,Vermont,5099935,†
ORLEANS-NIAGARA BOCES,New York,3680640,†
ORO GRANDE,California,628950,961
OROFINO JOINT DISTRICT,Idaho,1602520,5898
ORONDO SCHOOL DISTRICT,Washington,5306390,9005
ORONO PUBLIC SCHOOL DISTRICT,Minnesota,2725080,8026
OROVILLE CITY ELEMENTARY,California,629100,6150
OROVILLE SCHOOL DISTRICT,Washington,5306420,6715
OROVILLE UNION HIGH,California,629130,6993
ORRICK R-XI,Missouri,2923220,6568
ORRINGTON PUBLIC SCHOOLS,Maine,2309330,4179
ORRVILLE CITY,Ohio,3904461,6112
ORTING SCHOOL DISTRICT,Washington,5306450,6002
ORTONVILLE PUBLIC SCHOOLS,Minnesota,2700328,8378
ORWELL SCHOOL DISTRICT,Vermont,5006270,7408
OSAGE,Oklahoma,4023190,7179
OSAGE CITY,Kansas,2010230,5331
OSAGE CO. R-I,Missouri,2908490,6949
OSAGE CO. R-II,Missouri,2919080,5018
OSAGE CO. R-III,Missouri,2931830,5272
OSAGE COMM SCHOOL DISTRICT,Iowa,1921840,6333
OSAGE COUNTY ILC,Oklahoma,4000758,†
OSAGE HILLS,Oklahoma,4023220,5110
OSAKIS PUBLIC SCHOOL DISTRICT,Minnesota,2725140,6457
OSAWATOMIE,Kansas,2010260,6195
OSBORN ELEMENTARY DISTRICT (4262),Arizona,405670,5138
OSBORN R-O,Missouri,2923250,9676
OSBORNE COUNTY,Kansas,2010290,6411
OSCEOLA,Florida,1201470,4337
OSCEOLA,Missouri,2923270,5436
OSCEOLA PUBLIC SCHOOLS,Nebraska,3175000,8706
OSCEOLA SCHOOL DISTRICT,Wisconsin,5511160,6833
OSCEOLA SCHOOL DISTRICT,Arkansas,510950,6145
OSCODA AREA SCHOOLS,Michigan,2626970,5097
OSHKI OGIMAAG CHARTER SCHOOL,Minnesota,2700321,13786
OSHKOSH AREA SCHOOL DISTRICT,Wisconsin,5511190,6515
OSKALOOSA COMM SCHOOL DISTRICT,Iowa,1921870,6115
OSKALOOSA PUBLIC SCHOOLS,Kansas,2010320,6149
OSMOND COMMUNITY SCHOOLS,Nebraska,3175030,9413
OSNABURG LOCAL,Ohio,3904991,5037
OSSEO PUBLIC SCHOOL DISTRICT,Minnesota,2725200,8527
OSSEO-FAIRCHILD SCHOOL DISTRICT,Wisconsin,5511220,6665
OSSINING UNION FREE SCHOOL DISTRICT,New York,3622020,13355
OSWAYO VALLEY SD,Pennsylvania,4218210,7303
OSWEGO,Kansas,2010350,6703
OSWEGO BOCES,New York,3680660,†
OSWEGO CITY SCHOOL DISTRICT,New York,3622050,10356
OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,New York,3629240,11882
OTHELLO SCHOOL DISTRICT,Washington,5306480,6296
OTIS PUBLIC SCHOOLS,Maine,2309390,†
OTIS SCHOOL DISTRICT NO. R-3,Colorado,805940,6248
OTIS-BISON,Kansas,2004020,6386
OTSEGO LOCAL,Ohio,3905072,5535
OTSEGO PUBLIC SCHOOLS,Michigan,2627060,4585
OTSEGO-DELAWARE-SCHOHARIE-GREENE BOCES,New York,3680380,†
OTSELIC VALLEY CSD,New York,3622100,13281
OTTAWA,Kansas,2000015,6379
OTTAWA AREA ISD,Michigan,2680900,†
OTTAWA ESD 141,Illinois,1730300,6522
OTTAWA HILLS LOCAL,Ohio,3904821,8966
OTTAWA TWP HSD 140,Illinois,1730330,6529
OTTAWA-GLANDORF LOCAL,Ohio,3904937,5141
OTTER VALLEY UNIFIED UNION SCHOOL DISTRICT #53,VERMONT,5000392,6817
OTTERVILLE R-VI,Missouri,2923310,5700
OTTO-ELDRED SD,Pennsylvania,4218240,7653
OTTOVILLE LOCAL,Ohio,3904938,7045
OTTUMWA COMM SCHOOL DISTRICT,Iowa,1922110,6704
OUACHITA PARISH,Louisiana,2201200,6087
OUACHITA RIVER SCHOOL DISTRICT,Arkansas,500073,5152
OUACHITA SCHOOL DISTRICT,Arkansas,510980,4435
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,New York,3600057,0
OURAY SCHOOL DISTRICT NO. R-1 OF  THE COUNTY OF OURAY AND,Colorado,805970,9407
OUTLOOK ACADEMY,Michigan,2600274,7895
OUTSIDE CREEK ELEMENTARY,California,629160,4339
OVANDO ELEM,Montana,3019950,23667
OVERTON COUNTY,Tennessee,4703330,5242
OVERTON ISD,Texas,4833870,6559
OVERTON PUBLIC SCHOOLS,Nebraska,3175060,6468
OVID-ELSIE AREA SCHOOLS,Michigan,2627150,4660
OWASSO,Oklahoma,4023280,3858
OWATONNA PUBLIC SCHOOL DISTRICT,Minnesota,2728050,6882
OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,New York,3622170,10711
OWEN COUNTY,Kentucky,2104560,5174
OWEN J ROBERTS SD,Pennsylvania,4218270,8187
OWEN-WITHEE SCHOOL DISTRICT,Wisconsin,5511310,6512
OWENDALE-GAGETOWN AREA SCHOOL DISTRICT,Michigan,2627180,5124
OWENS SCHOOL DISTRICT NO.6 (4373),Arizona,405730,8120
OWENS VALLEY UNIFIED,California,629190,12821
OWENSBORO INDEPENDENT,Kentucky,2104590,6322
OWOSSO PUBLIC SCHOOLS,Michigan,2627210,5094
OWSLEY COUNTY,Kentucky,2104620,7019
OXBOW UHSD #30,Vermont,5008247,15196
OXFORD,Kansas,2010440,5053
OXFORD,Massachusetts,2509270,8465
OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,New York,3622260,12577
OXFORD AREA SD,Pennsylvania,4218300,5762
OXFORD CITY,Alabama,102635,5750
OXFORD COMMUNITY SCHOOLS,Michigan,2627240,5262
OXFORD PREPARATORY SCHOOL,North Carolina,3700338,3741
OXFORD SCHOOL DISTRICT,Mississippi,2803450,5588
OXFORD SCHOOL DISTRICT,Connecticut,903240,8929
OXFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,3412300,10795
OXFORD-REGION 11,Maine,2312320,†
OXNARD,California,629220,7126
OXNARD UNION HIGH,California,629270,6667
OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,New York,3622290,18285
OYSTER RIVER COOP SCHOOL DISTRICT,New Hampshire,3305520,11575
OYSTER RIVER SAU OFFICE,New Hampshire,3399956,†
OYSTERPONDS UNION FREE SCHOOL DISTRICT,New York,3621930,20380
